area_type,availability,location,size,society,total_sqft,bath,balcony,price
Plot Area,Ready To Move,Parasrampuri,2 BHK,Urban Estate,4128,3,1,202.61
Super built-up Area,Ready To Move,Chokdi Gangapol,5 BHK,Prime Residency,3096,5,3,375.61
Super built-up Area,Under Construction,Brahmpuri,2 BHK,Heritage Homes,3155,2,2,427.19
Plot Area,Ready To Move,Dahar Ka Balaji,1 BHK,Emerald Greens,2591,2,0,104.7
Super built-up Area,Ready To Move,Tagore Nagar,2 BHK,Metro Heights,701,3,2,82.22
Built-up Area,Ready To Move,Mansarovar Ext.,1 BHK,Green Meadows,1993,1,0,114.56
Built-up Area,Ready To Move,Dahar Ka Balaji,2 BHK,Pearl Gardens,1605,3,2,86.15
Plot Area,Ready To Move,Ajmer Road,4 BHK,Zenith Society,2885,3,2,409.41
Super built-up Area,Ready To Move,Shyam Nagar,4 BHK,Green Meadows,2996,5,3,237.61
Super built-up Area,Under Construction,Dahar Ka Balaji,1 BHK,Sapphire Residency,2170,2,0,297.8
Super built-up Area,Under Construction,Brahmpuri,5 BHK,Cosmopolitan Society,1191,5,3,151.43
Super built-up Area,Ready To Move,Manchwa,3 BHK,Metro Heights,1767,4,3,43.16
Built-up Area,Ready To Move,Raja Park,2 BHK,Elite Society,1769,1,2,162.14
Super built-up Area,Ready To Move,Hanuman Nagar,5 BHK,Heritage Homes,2169,5,3,249.55
Super built-up Area,Ready To Move,Raja Park,1 BHK,Golden Horizon,3452,1,0,347.74
Plot Area,Ready To Move,Civil Lines,5 BHK,Blue Haven,4115,5,3,340.66
Super built-up Area,Under Construction,Parasrampuri,2 BHK,Pearl Gardens,2438,1,2,350.7
Plot Area,Under Construction,Raja Park,2 BHK,Emerald Greens,3398,2,2,298.22
Super built-up Area,Under Construction,Vaishali Nagar,5 BHK,Blue Haven,1406,4,3,141.77
Built-up Area,Under Construction,Ajmer Road,4 BHK,Zenith Society,830,3,3,32.89
Plot Area,Ready To Move,Gandhi Path West,5 BHK,Cosmopolitan Society,2927,4,3,133.36
Super built-up Area,Ready To Move,Hanuman Nagar,4 BHK,Luxury Heights,3244,5,3,216.72
Plot Area,Under Construction,Sita Vihar,3 BHK,Prime Residency,3486,3,3,107.92
Built-up Area,Ready To Move,Maniyawas,4 BHK,Golden Horizon,2463,5,2,300.61
Super built-up Area,Ready To Move,Jawahar Nagar,5 BHK,Zenith Society,1198,5,3,176.06
Built-up Area,Ready To Move,Chokdi Gangapol,5 BHK,Green Meadows,695,5,3,67.76
Super built-up Area,Under Construction,Ajmer Road,5 BHK,Cosmopolitan Society,858,5,3,62.69
Built-up Area,Ready To Move,Sirsi,3 BHK,Sapphire Residency,1993,3,3,284.49
Plot Area,Ready To Move,Hanuman Nagar,4 BHK,Luxury Heights,1541,4,3,113.78
Built-up Area,Ready To Move,Malviya Nagar,5 BHK,Cosmopolitan Society,2316,4,3,131.29
Super built-up Area,Under Construction,Sita Vihar,5 BHK,Luxury Heights,2314,5,3,62.65
Carpet Area,Ready To Move,Maniyawas,3 BHK,Luxury Heights,666,3,1,24.16
Super built-up Area,Ready To Move,Dahar Ka Balaji,3 BHK,Pearl Gardens,715,3,1,90.96
Plot Area,Ready To Move,Gandhi Path West,5 BHK,Pearl Gardens,1368,4,3,43.87
Built-up Area,Under Construction,Vaishali Nagar,2 BHK,Emerald Greens,2811,3,2,332.45
Super built-up Area,Ready To Move,Sirsi,5 BHK,Raj Villas,1765,5,3,139.08
Plot Area,Ready To Move,Dahar Ka Balaji,1 BHK,Pearl Gardens,4153,1,0,398.27
Carpet Area,Under Construction,Dahar Ka Balaji,1 BHK,Zenith Society,1390,2,0,149.13
Plot Area,Ready To Move,Dahar Ka Balaji,1 BHK,Park View,3497,2,0,181.98
Built-up Area,Ready To Move,Maniyawas,3 BHK,Sunrise Apartments,637,2,1,17.94
Plot Area,Ready To Move,Dahar Ka Balaji,1 BHK,Metro Heights,1999,2,0,84.29
Super built-up Area,Ready To Move,Gandhi Path West,1 BHK,Urban Estate,2603,2,1,149.25
Plot Area,Under Construction,Manchwa,3 BHK,Sapphire Residency,4071,2,3,324.85
Super built-up Area,Under Construction,Malviya Nagar,5 BHK,Zenith Society,2769,5,3,341.41
Built-up Area,Ready To Move,Vaishali Nagar,4 BHK,Emerald Greens,1538,5,3,150.09
Built-up Area,Ready To Move,Manchwa,3 BHK,Prime Residency,2685,4,1,340.13
Plot Area,Ready To Move,Ajmer Road,3 BHK,Shyam Residency,4501,4,1,635.76
Super built-up Area,Ready To Move,Hanuman Nagar,5 BHK,Prime Residency,3252,4,3,109.31
Plot Area,Ready To Move,Civil Lines,1 BHK,Golden Horizon,3981,1,1,399.12
Built-up Area,Ready To Move,Vaishali Nagar,3 BHK,City Heights,602,4,3,84.3
Plot Area,Under Construction,Parasrampuri,2 BHK,Sunrise Apartments,4773,2,0,627.06
Super built-up Area,Ready To Move,Vaishali Nagar,5 BHK,Raj Villas,982,5,3,55.45
Plot Area,Under Construction,Chokdi Gangapol,2 BHK,Green Meadows,997,2,1,142.23
Super built-up Area,Ready To Move,Sirsi,4 BHK,Park View,3448,5,2,200.18
Plot Area,Ready To Move,Jawahar Nagar,2 BHK,Sapphire Residency,2456,3,1,190.16
Plot Area,Ready To Move,Parasrampuri,4 BHK,Prime Residency,4788,4,3,208.92
Built-up Area,Ready To Move,Vaishali Nagar,4 BHK,Blue Haven,1362,5,3,45.06
Carpet Area,Ready To Move,Raja Park,4 BHK,Raj Villas,1463,3,2,215.59
Super built-up Area,Under Construction,Raja Park,4 BHK,Golden Horizon,925,5,3,133.32
Super built-up Area,Ready To Move,Sita Vihar,2 BHK,City Heights,3407,1,1,467.0
Built-up Area,Under Construction,Parasrampuri,3 BHK,Urban Estate,1748,3,2,132.77
Super built-up Area,Ready To Move,Hanuman Nagar,1 BHK,Raj Villas,1290,1,1,40.2
Super built-up Area,Ready To Move,Civil Lines,4 BHK,Blue Haven,3303,5,3,219.91
Super built-up Area,Under Construction,Vaishali Nagar,5 BHK,Luxury Heights,2706,4,3,339.02
Plot Area,Ready To Move,Parasrampuri,1 BHK,Royal Enclave,2781,2,0,351.66
Super built-up Area,Ready To Move,Chokdi Gangapol,5 BHK,Sunrise Apartments,2690,4,3,105.57
Carpet Area,Under Construction,Mansarovar Ext.,5 BHK,Golden Horizon,2211,5,3,164.37
Plot Area,Ready To Move,Raja Park,5 BHK,Urban Estate,3497,5,3,389.81
Super built-up Area,Ready To Move,Shyam Nagar,4 BHK,Emerald Greens,1487,5,3,76.79
Carpet Area,Ready To Move,Bapu Nagar,4 BHK,City Heights,1912,4,3,250.31
Super built-up Area,Under Construction,Sita Vihar,2 BHK,Sapphire Residency,3011,2,0,128.93
Plot Area,Ready To Move,Sita Vihar,1 BHK,Elite Society,1780,1,1,263.69
Built-up Area,Ready To Move,Shyam Nagar,3 BHK,Cosmopolitan Society,1978,3,3,252.11
Carpet Area,Under Construction,Parasrampuri,2 BHK,Royal Enclave,1713,2,2,50.33
Super built-up Area,Ready To Move,Brahmpuri,3 BHK,Sapphire Residency,1930,3,3,178.97
Super built-up Area,Ready To Move,Gandhi Path West,4 BHK,Luxury Heights,2801,3,3,77.95
Plot Area,Ready To Move,Raja Park,2 BHK,Emerald Greens,3217,1,0,446.88
Plot Area,Under Construction,Brahmpuri,5 BHK,Sapphire Residency,863,4,3,119.67
Plot Area,Ready To Move,Brahmpuri,3 BHK,Pearl Gardens,1871,2,2,270.24
Super built-up Area,Ready To Move,Raja Park,5 BHK,Park View,1205,5,3,36.9
Super built-up Area,Under Construction,Gandhi Path West,1 BHK,Metro Heights,2491,2,1,275.5
Plot Area,Ready To Move,Shyam Nagar,2 BHK,Zenith Society,1096,1,2,97.57
Plot Area,Under Construction,Jawahar Nagar,1 BHK,Heritage Homes,4542,1,0,474.71
Super built-up Area,Ready To Move,Mansarovar Ext.,3 BHK,Urban Estate,3312,4,3,462.76
Plot Area,Under Construction,Ajmer Road,3 BHK,Sunrise Apartments,3393,4,2,294.28
Plot Area,Ready To Move,Maniyawas,2 BHK,Park View,1947,1,1,50.29
Plot Area,Ready To Move,Dahar Ka Balaji,5 BHK,Prime Residency,4402,5,3,621.33
Plot Area,Ready To Move,Bapu Nagar,1 BHK,Emerald Greens,3346,2,0,350.95
Super built-up Area,Ready To Move,Civil Lines,5 BHK,Cosmopolitan Society,2016,5,3,274.36
Built-up Area,Ready To Move,Mansarovar Ext.,1 BHK,Emerald Greens,1433,1,1,29.66
Super built-up Area,Under Construction,Tagore Nagar,4 BHK,Blue Haven,1152,5,3,48.18
Super built-up Area,Ready To Move,Mansarovar Ext.,4 BHK,Raj Villas,2031,3,3,184.63
Built-up Area,Under Construction,Raja Park,3 BHK,Sunrise Apartments,2501,2,1,199.06
Super built-up Area,Ready To Move,Bapu Nagar,2 BHK,Metro Heights,2471,3,2,227.62
Built-up Area,Under Construction,Sita Vihar,5 BHK,Blue Haven,2659,5,3,145.84
Super built-up Area,Under Construction,Malviya Nagar,2 BHK,Metro Heights,787,1,0,46.93
Super built-up Area,Under Construction,Dahar Ka Balaji,3 BHK,Royal Enclave,2324,4,3,232.19
Super built-up Area,Under Construction,Maniyawas,4 BHK,Royal Enclave,2950,5,3,255.55
Plot Area,Under Construction,Chokdi Gangapol,4 BHK,Pearl Gardens,1101,5,3,125.04
Plot Area,Ready To Move,Maniyawas,3 BHK,Royal Enclave,4580,4,3,357.29
Built-up Area,Ready To Move,Civil Lines,3 BHK,Urban Estate,2654,3,3,341.9
Plot Area,Ready To Move,Jawahar Nagar,5 BHK,City Heights,4476,5,3,150.4
Built-up Area,Ready To Move,Dahar Ka Balaji,4 BHK,City Heights,2503,3,2,119.45
Plot Area,Ready To Move,Brahmpuri,2 BHK,Cosmopolitan Society,909,1,2,37.79
Plot Area,Ready To Move,Mansarovar Ext.,3 BHK,Green Meadows,4171,2,1,551.43
Built-up Area,Ready To Move,Vaishali Nagar,4 BHK,Green Meadows,2080,4,3,248.09
Super built-up Area,Ready To Move,Parasrampuri,3 BHK,Sunrise Apartments,2812,2,3,131.21
Super built-up Area,Under Construction,Vaishali Nagar,1 BHK,Elite Society,712,2,0,25.15
Built-up Area,Ready To Move,Hanuman Nagar,3 BHK,Pearl Gardens,1682,2,2,33.82
Super built-up Area,Ready To Move,Civil Lines,5 BHK,Metro Heights,1364,5,3,184.33
Built-up Area,Ready To Move,Maniyawas,2 BHK,Elite Society,1940,2,1,117.04
Built-up Area,Ready To Move,Sirsi,5 BHK,Sunrise Apartments,1452,5,3,216.98
Carpet Area,Ready To Move,Hanuman Nagar,1 BHK,Green Meadows,1572,1,1,235.02
Super built-up Area,Under Construction,Raja Park,4 BHK,Urban Estate,2711,5,3,302.93
Super built-up Area,Ready To Move,Gandhi Path West,4 BHK,Blue Haven,3429,5,2,334.97
Plot Area,Under Construction,Sirsi,2 BHK,Park View,3254,1,1,382.48
Plot Area,Under Construction,Malviya Nagar,3 BHK,Golden Horizon,3598,2,2,115.66
Plot Area,Under Construction,Mansarovar Ext.,1 BHK,Luxury Heights,4168,1,0,560.74
Built-up Area,Under Construction,Parasrampuri,4 BHK,Sunrise Apartments,833,3,2,58.76
Plot Area,Ready To Move,Jawahar Nagar,3 BHK,Sunrise Apartments,4487,2,2,195.33
Carpet Area,Under Construction,Gandhi Path West,4 BHK,Zenith Society,996,4,3,38.22
Plot Area,Under Construction,Hanuman Nagar,3 BHK,Golden Horizon,4860,2,2,307.47
Carpet Area,Ready To Move,Brahmpuri,2 BHK,Emerald Greens,1936,2,0,267.41
Super built-up Area,Under Construction,Shyam Nagar,2 BHK,Shyam Residency,1202,3,0,160.36
Plot Area,Ready To Move,Shyam Nagar,2 BHK,Sunrise Apartments,1956,3,0,58.14
Built-up Area,Ready To Move,Sirsi,2 BHK,Elite Society,2921,2,0,322.97
Super built-up Area,Ready To Move,Mansarovar Ext.,3 BHK,Heritage Homes,3264,4,2,100.24
Built-up Area,Under Construction,Mansarovar Ext.,5 BHK,Shyam Residency,662,5,3,27.97
Plot Area,Ready To Move,Jawahar Nagar,3 BHK,Urban Estate,830,2,3,110.16
Plot Area,Ready To Move,Raja Park,4 BHK,Pearl Gardens,4377,3,3,398.39
Plot Area,Ready To Move,Sirsi,2 BHK,Sapphire Residency,2738,3,2,232.44
Super built-up Area,Ready To Move,Sirsi,3 BHK,Zenith Society,3472,2,1,422.15
Super built-up Area,Ready To Move,Tagore Nagar,4 BHK,Shyam Residency,752,4,3,71.62
Super built-up Area,Under Construction,Sita Vihar,5 BHK,Pearl Gardens,2489,4,3,144.78
Super built-up Area,Ready To Move,Bapu Nagar,3 BHK,Emerald Greens,1254,4,3,108.49
Built-up Area,Ready To Move,Mansarovar Ext.,1 BHK,Sapphire Residency,1788,1,1,200.2
Super built-up Area,Ready To Move,Mansarovar Ext.,2 BHK,Royal Enclave,2767,3,1,223.22
Built-up Area,Ready To Move,Raja Park,1 BHK,Green Meadows,1492,2,1,180.51
Super built-up Area,Ready To Move,Jawahar Nagar,3 BHK,Shyam Residency,1421,3,3,92.63
Built-up Area,Ready To Move,Chokdi Gangapol,4 BHK,Sunrise Apartments,1595,5,3,55.38
Plot Area,Under Construction,Malviya Nagar,4 BHK,Sunrise Apartments,4740,5,2,705.98
Super built-up Area,Ready To Move,Sita Vihar,3 BHK,Urban Estate,3482,4,3,483.42
Super built-up Area,Ready To Move,Malviya Nagar,5 BHK,Blue Haven,811,5,3,96.4
Super built-up Area,Ready To Move,Malviya Nagar,3 BHK,Luxury Heights,1347,2,3,66.49
Super built-up Area,Ready To Move,Vaishali Nagar,2 BHK,Shyam Residency,2797,3,1,313.68
Carpet Area,Ready To Move,Tagore Nagar,5 BHK,Park View,2438,4,3,67.25
Built-up Area,Ready To Move,Hanuman Nagar,4 BHK,Sapphire Residency,1902,5,3,263.12
Plot Area,Ready To Move,Mansarovar Ext.,1 BHK,Shyam Residency,3274,2,0,260.78
Built-up Area,Ready To Move,Shyam Nagar,5 BHK,Sunrise Apartments,2338,5,3,133.43
Plot Area,Under Construction,Manchwa,4 BHK,Emerald Greens,1644,3,3,206.15
Super built-up Area,Ready To Move,Manchwa,4 BHK,Shyam Residency,957,3,3,63.7
Super built-up Area,Ready To Move,Raja Park,2 BHK,Prime Residency,2997,3,1,304.68
Super built-up Area,Under Construction,Mansarovar Ext.,4 BHK,Golden Horizon,1473,4,2,84.65
Super built-up Area,Ready To Move,Sirsi,2 BHK,City Heights,1783,1,2,99.62
Super built-up Area,Ready To Move,Civil Lines,5 BHK,Sunrise Apartments,3443,5,3,470.51
Super built-up Area,Ready To Move,Dahar Ka Balaji,3 BHK,Sapphire Residency,981,4,1,115.76
Plot Area,Ready To Move,Chokdi Gangapol,5 BHK,Park View,3000,5,3,102.48
Super built-up Area,Ready To Move,Dahar Ka Balaji,5 BHK,Sunrise Apartments,791,4,3,98.2
Plot Area,Under Construction,Chokdi Gangapol,1 BHK,Pearl Gardens,2931,1,1,341.63
Plot Area,Ready To Move,Malviya Nagar,1 BHK,Cosmopolitan Society,3220,1,1,104.2
Plot Area,Under Construction,Jawahar Nagar,1 BHK,Raj Villas,3211,2,0,365.71
Built-up Area,Ready To Move,Civil Lines,2 BHK,Elite Society,2809,2,0,380.66
Super built-up Area,Ready To Move,Dahar Ka Balaji,1 BHK,Sunrise Apartments,3319,1,1,328.16
Super built-up Area,Ready To Move,Chokdi Gangapol,5 BHK,Metro Heights,1486,4,3,86.26
Plot Area,Ready To Move,Vaishali Nagar,2 BHK,Prime Residency,2373,3,0,68.56
Plot Area,Ready To Move,Sita Vihar,3 BHK,Royal Enclave,3717,4,2,167.62
Plot Area,Ready To Move,Hanuman Nagar,2 BHK,Shyam Residency,3973,3,0,506.93
Super built-up Area,Ready To Move,Manchwa,3 BHK,City Heights,1045,2,3,126.33
Super built-up Area,Ready To Move,Jawahar Nagar,3 BHK,Blue Haven,2252,3,2,185.1
Carpet Area,Ready To Move,Maniyawas,1 BHK,Zenith Society,1734,2,0,70.03
Super built-up Area,Ready To Move,Sita Vihar,2 BHK,Royal Enclave,1596,1,0,157.16
Plot Area,Ready To Move,Dahar Ka Balaji,3 BHK,Metro Heights,4056,2,3,104.76
Plot Area,Ready To Move,Sita Vihar,3 BHK,Blue Haven,1388,4,3,206.09
Built-up Area,Ready To Move,Chokdi Gangapol,3 BHK,Raj Villas,2886,4,2,133.06
Plot Area,Under Construction,Hanuman Nagar,5 BHK,Shyam Residency,2778,4,3,133.65
Plot Area,Ready To Move,Mansarovar Ext.,3 BHK,Heritage Homes,1711,4,2,86.85
Plot Area,Under Construction,Sita Vihar,5 BHK,Park View,3433,4,3,313.29
Plot Area,Under Construction,Gandhi Path West,3 BHK,Urban Estate,4317,4,3,96.79
Plot Area,Ready To Move,Parasrampuri,4 BHK,Zenith Society,4564,5,3,482.81
Carpet Area,Ready To Move,Manchwa,3 BHK,Cosmopolitan Society,932,4,1,108.11
Built-up Area,Ready To Move,Malviya Nagar,4 BHK,Blue Haven,1334,3,3,140.11
Super built-up Area,Under Construction,Jawahar Nagar,4 BHK,Cosmopolitan Society,2976,5,3,352.66
Plot Area,Ready To Move,Gandhi Path West,3 BHK,Heritage Homes,2831,4,2,140.63
Plot Area,Ready To Move,Parasrampuri,1 BHK,Shyam Residency,976,1,0,143.95
Plot Area,Under Construction,Maniyawas,5 BHK,Prime Residency,2216,4,3,80.19
Plot Area,Under Construction,Dahar Ka Balaji,2 BHK,Sapphire Residency,4916,3,2,232.23
Plot Area,Ready To Move,Brahmpuri,3 BHK,Shyam Residency,4512,3,1,550.99
Super built-up Area,Ready To Move,Parasrampuri,5 BHK,Urban Estate,2511,5,3,307.97
Built-up Area,Ready To Move,Jawahar Nagar,4 BHK,Shyam Residency,1615,3,2,85.65
Built-up Area,Ready To Move,Civil Lines,2 BHK,Luxury Heights,1702,1,2,117.56
Plot Area,Ready To Move,Hanuman Nagar,2 BHK,Golden Horizon,2288,2,0,303.26
Super built-up Area,Ready To Move,Gandhi Path West,4 BHK,Metro Heights,2397,3,3,62.67
Built-up Area,Under Construction,Brahmpuri,1 BHK,Raj Villas,693,2,0,44.61
Super built-up Area,Ready To Move,Bapu Nagar,1 BHK,Metro Heights,1006,1,0,120.32
Super built-up Area,Under Construction,Gandhi Path West,3 BHK,Blue Haven,984,4,1,66.39
Carpet Area,Under Construction,Brahmpuri,1 BHK,Cosmopolitan Society,1051,1,0,73.2
Super built-up Area,Under Construction,Raja Park,5 BHK,Royal Enclave,723,4,3,70.53
Built-up Area,Under Construction,Raja Park,1 BHK,Elite Society,2880,2,0,262.49
Plot Area,Ready To Move,Malviya Nagar,5 BHK,Golden Horizon,2267,5,3,127.2
Built-up Area,Ready To Move,Civil Lines,4 BHK,Shyam Residency,1978,5,3,192.26
Super built-up Area,Under Construction,Dahar Ka Balaji,1 BHK,Pearl Gardens,1563,1,1,155.24
Carpet Area,Ready To Move,Hanuman Nagar,2 BHK,City Heights,2092,2,1,59.23
Plot Area,Under Construction,Mansarovar Ext.,5 BHK,Sapphire Residency,4451,5,3,267.34
Super built-up Area,Under Construction,Maniyawas,5 BHK,Zenith Society,2839,5,3,198.37
Super built-up Area,Ready To Move,Ajmer Road,5 BHK,Emerald Greens,2972,4,3,177.62
Super built-up Area,Ready To Move,Dahar Ka Balaji,3 BHK,Zenith Society,1168,2,1,171.37
Built-up Area,Ready To Move,Maniyawas,5 BHK,Metro Heights,1285,5,3,166.31
Super built-up Area,Ready To Move,Ajmer Road,4 BHK,Zenith Society,3484,5,3,486.79
Plot Area,Ready To Move,Mansarovar Ext.,2 BHK,Emerald Greens,1487,2,0,133.28
Plot Area,Under Construction,Gandhi Path West,3 BHK,Green Meadows,1563,2,1,116.63
Built-up Area,Under Construction,Dahar Ka Balaji,5 BHK,Elite Society,2612,5,3,129.95
Plot Area,Ready To Move,Jawahar Nagar,1 BHK,Zenith Society,3700,1,0,183.3
Built-up Area,Ready To Move,Raja Park,1 BHK,Shyam Residency,641,2,0,81.97
Super built-up Area,Ready To Move,Dahar Ka Balaji,3 BHK,Metro Heights,1870,2,1,244.44
Carpet Area,Ready To Move,Jawahar Nagar,3 BHK,City Heights,1300,2,2,194.43
Super built-up Area,Ready To Move,Vaishali Nagar,1 BHK,Pearl Gardens,967,1,0,65.63
Plot Area,Ready To Move,Ajmer Road,2 BHK,Heritage Homes,2302,3,2,311.55
Plot Area,Ready To Move,Parasrampuri,1 BHK,Sunrise Apartments,1899,1,0,273.25
Super built-up Area,Ready To Move,Civil Lines,4 BHK,Cosmopolitan Society,3243,5,2,376.82
Super built-up Area,Ready To Move,Raja Park,5 BHK,Golden Horizon,1730,5,3,197.65
Carpet Area,Under Construction,Bapu Nagar,2 BHK,Emerald Greens,1763,2,0,154.82
Super built-up Area,Under Construction,Sita Vihar,1 BHK,Sunrise Apartments,2135,2,0,60.6
Built-up Area,Ready To Move,Manchwa,2 BHK,Blue Haven,1467,1,1,88.37
Super built-up Area,Under Construction,Manchwa,5 BHK,Cosmopolitan Society,1004,5,3,142.85
Super built-up Area,Ready To Move,Hanuman Nagar,1 BHK,Prime Residency,1719,2,0,175.21
Carpet Area,Ready To Move,Dahar Ka Balaji,2 BHK,Pearl Gardens,1777,1,2,101.48
Super built-up Area,Ready To Move,Ajmer Road,3 BHK,Metro Heights,753,2,1,105.04
Plot Area,Ready To Move,Sirsi,3 BHK,Pearl Gardens,4199,4,3,579.4
Built-up Area,Under Construction,Gandhi Path West,2 BHK,Metro Heights,679,1,0,87.95
Plot Area,Under Construction,Hanuman Nagar,4 BHK,Raj Villas,4799,5,2,624.02
Super built-up Area,Under Construction,Jawahar Nagar,3 BHK,Urban Estate,3402,3,2,413.8
Built-up Area,Ready To Move,Dahar Ka Balaji,3 BHK,Cosmopolitan Society,1313,4,1,175.44
Built-up Area,Ready To Move,Raja Park,1 BHK,Heritage Homes,2376,1,0,286.32
Super built-up Area,Ready To Move,Civil Lines,1 BHK,Shyam Residency,1257,1,1,78.93
Super built-up Area,Under Construction,Tagore Nagar,4 BHK,Green Meadows,1886,4,3,65.75
Super built-up Area,Under Construction,Shyam Nagar,2 BHK,Zenith Society,1463,1,2,198.66
Super built-up Area,Ready To Move,Chokdi Gangapol,2 BHK,Raj Villas,2014,3,0,124.75
Plot Area,Ready To Move,Malviya Nagar,1 BHK,Luxury Heights,3478,1,0,203.78
Super built-up Area,Ready To Move,Ajmer Road,2 BHK,Cosmopolitan Society,3270,1,2,125.03
Plot Area,Under Construction,Dahar Ka Balaji,1 BHK,Cosmopolitan Society,2223,2,1,122.63
Carpet Area,Ready To Move,Sita Vihar,5 BHK,City Heights,1311,4,3,36.92
Carpet Area,Ready To Move,Dahar Ka Balaji,4 BHK,Golden Horizon,1604,5,2,220.41
Super built-up Area,Ready To Move,Jawahar Nagar,4 BHK,Cosmopolitan Society,3355,5,3,321.73
Super built-up Area,Under Construction,Ajmer Road,5 BHK,Sunrise Apartments,2404,4,3,332.07
Plot Area,Under Construction,Parasrampuri,2 BHK,Sapphire Residency,1394,1,2,34.9
Super built-up Area,Ready To Move,Ajmer Road,4 BHK,Green Meadows,1230,4,3,142.91
Plot Area,Ready To Move,Tagore Nagar,5 BHK,Luxury Heights,4941,5,3,241.89
Built-up Area,Ready To Move,Sirsi,1 BHK,Emerald Greens,1143,1,0,152.05
Super built-up Area,Ready To Move,Raja Park,4 BHK,Green Meadows,1249,5,2,86.27
Plot Area,Ready To Move,Raja Park,1 BHK,Heritage Homes,4002,1,0,566.58
Plot Area,Ready To Move,Maniyawas,2 BHK,Emerald Greens,4429,1,0,475.98
Super built-up Area,Ready To Move,Hanuman Nagar,2 BHK,Park View,1858,2,2,261.51
Super built-up Area,Under Construction,Brahmpuri,2 BHK,Emerald Greens,2158,3,0,65.82
Built-up Area,Ready To Move,Vaishali Nagar,1 BHK,Royal Enclave,2058,1,1,98.55
Super built-up Area,Ready To Move,Civil Lines,5 BHK,Golden Horizon,2764,5,3,314.48
Plot Area,Ready To Move,Tagore Nagar,3 BHK,Blue Haven,4862,2,1,153.46
Super built-up Area,Under Construction,Tagore Nagar,1 BHK,Royal Enclave,965,1,0,131.32
Super built-up Area,Ready To Move,Manchwa,4 BHK,Emerald Greens,1320,4,3,181.0
Carpet Area,Under Construction,Ajmer Road,5 BHK,Raj Villas,2473,4,3,269.43
Super built-up Area,Ready To Move,Raja Park,2 BHK,Cosmopolitan Society,3182,3,1,432.62
Plot Area,Ready To Move,Jawahar Nagar,5 BHK,Sapphire Residency,1462,5,3,67.42
Super built-up Area,Ready To Move,Brahmpuri,2 BHK,Urban Estate,1849,1,1,91.91
Carpet Area,Ready To Move,Brahmpuri,3 BHK,Urban Estate,710,3,3,16.64
Carpet Area,Ready To Move,Parasrampuri,4 BHK,Golden Horizon,2378,4,2,326.15
Super built-up Area,Ready To Move,Manchwa,4 BHK,Sunrise Apartments,1564,5,3,166.49
Super built-up Area,Ready To Move,Tagore Nagar,2 BHK,Sunrise Apartments,983,2,0,61.89
Plot Area,Ready To Move,Jawahar Nagar,3 BHK,Pearl Gardens,3366,3,1,86.86
Super built-up Area,Ready To Move,Parasrampuri,3 BHK,Raj Villas,3105,2,3,350.61
Carpet Area,Ready To Move,Mansarovar Ext.,4 BHK,Cosmopolitan Society,636,3,3,35.38
